default,balance,housing,loan
no,77,yes,yes
no,1996,yes,no
no,1833,yes,no
no,6392,yes,no
no,2829,yes,no
no,740,yes,no
no,18,yes,yes
no,2032,yes,no
no,6,no,no
no,632,yes,no
no,0,yes,no
no,1,yes,no
no,1371,yes,no
no,47,yes,no
no,451,yes,no
no,-513,yes,no
no,411,yes,no
no,668,yes,no
no,0,yes,no
no,75,yes,yes
no,1372,yes,yes
no,2598,no,no
no,0,yes,no
no,112,yes,yes
no,257,yes,no
no,196,yes,no
no,253,yes,no
no,3718,yes,no
no,1,yes,no
no,0,yes,no
no,517,yes,no
no,1590,no,no
no,178,yes,no
no,197,yes,no
no,253,yes,no
no,94,yes,no
no,12686,yes,no
no,393,yes,no
no,350,yes,no
no,-25,yes,no
no,130,yes,no
no,232,yes,no
no,782,yes,no
no,-301,yes,no
no,255,yes,yes
no,0,yes,no
no,3677,yes,no
no,98,yes,no
no,121,yes,no
no,3921,yes,no
no,1133,yes,no
no,258,yes,no
no,617,yes,no
no,-11,yes,no
no,108,yes,no
no,992,yes,yes
no,0,yes,no
no,1649,yes,no
no,169,yes,no
no,1,yes,yes
no,75,no,no
no,-441,yes,no
no,0,no,no
no,11,yes,yes
no,1432,yes,no
no,686,yes,no
no,0,yes,no
no,280,no,no
no,3043,yes,no
no,-738,yes,no
no,731,yes,no
no,-100,yes,no
no,415,yes,no
no,-258,yes,no
no,3,yes,no
no,1239,yes,no
no,0,yes,no
no,38,yes,no
no,170,yes,no
no,-755,yes,yes
no,-258,yes,no
no,33,yes,no
no,0,yes,no
no,57,no,no
no,0,no,no
no,343,yes,no
no,224,yes,no
no,76,no,no
no,89,yes,no
no,-273,yes,no
no,171,yes,yes
no,1480,yes,no
no,-463,yes,no
no,0,no,no
no,-298,yes,no
no,218,yes,no
no,784,yes,no
no,0,yes,yes
no,326,yes,no
no,769,yes,no
no,122,yes,no
no,-395,yes,no
no,2159,yes,no
no,290,yes,no
no,293,yes,no
no,-582,yes,no
no,0,yes,no
no,27,yes,yes
no,716,yes,no
no,7620,yes,no
no,1217,yes,no
no,-626,yes,yes
no,676,yes,no
no,251,yes,no
no,4761,yes,no
no,9328,yes,no
no,0,yes,no
no,8339,yes,no
no,6432,yes,no
no,368,yes,no
no,0,yes,no
no,5314,yes,no
no,0,yes,yes
no,6352,yes,no
no,6,yes,no
no,345,yes,no
no,176,yes,no
no,2345,yes,yes
no,738,yes,no
no,914,yes,no
no,-522,yes,yes
no,703,no,no
no,67,yes,no
no,341,yes,yes
no,104,yes,no
no,291,no,no
no,103,yes,no
no,519,yes,yes
no,221,yes,no
no,565,yes,yes
no,8564,yes,no
no,1286,yes,no
no,2152,yes,no
no,0,no,no
no,805,yes,no
no,906,yes,no
no,-111,yes,no
no,305,yes,no
no,241,yes,no
no,34,yes,no
no,3160,yes,no
no,6,yes,yes
no,2618,yes,no
no,129,yes,no
no,0,yes,no
no,176,yes,no
no,4888,yes,no
no,440,yes,no
no,61,yes,no
no,2799,yes,no
no,394,yes,no
no,513,yes,no
no,253,yes,yes
no,75,yes,yes
no,1993,yes,no
no,-229,yes,no
no,96,yes,no
no,434,yes,yes
no,140,yes,yes
no,1357,yes,yes
no,-390,yes,no
no,-127,yes,no
no,0,yes,no
no,0,yes,no
no,150,yes,no
no,597,yes,no
no,7503,yes,no
no,0,yes,no
no,0,no,no
no,0,yes,no
no,0,yes,no
no,127,yes,no
no,505,yes,yes
no,342,yes,yes
no,41,yes,yes
no,414,yes,no
no,-327,yes,yes
no,225,yes,no
no,-7,yes,no
no,-311,yes,no
no,5436,yes,no
no,107,yes,no
no,645,yes,no
no,8545,yes,yes
no,523,yes,no
no,1064,yes,no
no,94,yes,no
no,0,yes,no
no,1222,yes,no
no,235,yes,no
no,2039,yes,no
no,12,yes,no
no,5417,yes,no
no,404,yes,no
yes,0,yes,yes
no,0,yes,yes
no,6271,yes,no
no,2396,yes,no
no,83,yes,no
no,649,yes,no
no,-234,yes,no
no,489,yes,no
no,-488,yes,no
no,3,no,no
no,22,yes,no
no,710,yes,yes
no,1438,yes,no
no,0,yes,no
no,0,yes,no
no,589,yes,no
no,1558,yes,no
no,59,yes,no
no,1784,yes,no
no,18,yes,no
no,1101,yes,no
no,4917,yes,yes
no,501,yes,no
yes,-1083,yes,no
yes,3,no,no
no,122,yes,no
no,0,yes,yes
no,1857,yes,no
no,111,yes,no
no,1783,yes,yes
no,81,yes,no
no,4835,no,no
no,0,yes,no
no,2,yes,no
no,0,yes,no
no,0,yes,no
no,1019,yes,no
no,2559,yes,no
no,563,yes,no
no,275,yes,no
no,650,yes,no
no,-481,yes,yes
no,0,yes,yes
no,1143,yes,yes
no,864,yes,no
no,50,yes,no
no,532,yes,no
no,84,yes,yes
no,788,yes,no
no,13,yes,no
no,141,yes,no
no,16,yes,no
no,105,yes,no
no,388,yes,yes
no,41,yes,no
no,437,yes,no
no,182,yes,no
no,25204,yes,yes
no,616,yes,no
no,-606,yes,no
no,3033,yes,no
no,0,yes,no
no,-349,yes,no
no,53,yes,yes
no,-150,yes,no
no,69,yes,no
no,281,yes,no
no,345,yes,yes
no,102,no,no
no,27,yes,no
no,53,yes,no
no,3,yes,no
no,-101,yes,yes
no,1137,yes,yes
no,1428,yes,no
no,875,yes,no
no,238,yes,no
no,123,yes,no
no,181,yes,no
no,299,yes,no
no,56,yes,no
no,302,yes,no
no,380,yes,yes
no,0,yes,no
no,0,yes,no
no,-441,yes,no
no,0,yes,no
no,471,yes,no
no,8,yes,no
no,1850,yes,no
no,96,no,no
no,415,yes,yes
yes,15,yes,no
no,315,yes,no
no,2,yes,no
no,311,yes,no
no,392,yes,no
no,0,yes,no
no,-97,yes,no
no,854,yes,yes
no,860,yes,yes
no,6402,yes,no
no,786,yes,no
no,0,yes,no
no,88,no,yes
no,2882,yes,no
no,245,yes,no
no,513,yes,no
no,134,yes,no
no,465,yes,yes
no,0,no,no
no,1012,yes,no
yes,-18,yes,no
no,54,yes,yes
no,17946,yes,no
no,281,yes,yes
no,4902,yes,no
no,2218,yes,no
no,477,yes,no
no,399,yes,no
no,505,yes,no
no,59,yes,no
no,9,yes,yes
no,9262,yes,no
no,3,yes,no
no,0,yes,no
no,0,yes,no
no,83,yes,no
no,60,yes,no
no,83,yes,no
no,171,yes,yes
no,1481,yes,no
no,509,yes,no
no,0,yes,yes
no,78,yes,no
no,-244,yes,yes
no,1086,yes,no
no,-298,yes,no
no,1455,yes,no
no,714,yes,no
no,2468,yes,yes
no,-401,yes,no
no,90,yes,no
no,1864,yes,no
no,-15,yes,no
no,516,yes,no
no,1016,yes,no
no,106,yes,no
no,209,yes,no
no,0,yes,no
no,0,yes,yes
no,-473,yes,no
no,24,yes,no
no,-380,yes,no
no,1979,yes,yes
no,751,yes,no
no,-569,yes,no
no,0,yes,no
no,0,yes,no
no,-679,yes,yes
no,1494,yes,no
no,680,yes,no
yes,2,no,no
no,93,yes,yes
no,0,yes,no
no,13,no,no
no,7,no,no
no,613,yes,yes
no,91,yes,no
no,689,yes,no
no,10924,no,no
no,0,yes,no
no,-457,yes,yes
no,432,yes,yes
no,347,yes,no
yes,2405,yes,no
no,5903,yes,no
no,7506,yes,no
no,1255,yes,no
no,31,yes,no
no,411,yes,no
yes,-206,yes,no
no,0,yes,yes
yes,17,yes,no
no,827,yes,no
no,-95,yes,no
no,1268,yes,no
no,-110,yes,no
no,-27,yes,no
no,80,yes,yes
no,0,yes,no
no,115,yes,no
no,290,yes,no
no,102,yes,no
no,5137,yes,no
no,592,no,no
no,0,yes,no
no,223,no,no
no,69,yes,no
yes,-233,yes,no
no,636,yes,no
no,2,yes,yes
no,586,yes,yes
no,-192,yes,no
no,552,yes,no
no,558,yes,no
no,28,yes,no
no,2203,yes,no
no,728,yes,yes
no,752,yes,no
no,-121,yes,no
no,183,yes,yes
no,310,yes,no
no,471,yes,no
no,2242,yes,no
no,-33,no,yes
no,1416,yes,no
no,802,yes,no
no,748,yes,yes
no,3,yes,no
no,-216,yes,no
no,99,yes,no
yes,21,no,no
no,0,no,no
no,663,yes,no
no,501,yes,yes
no,22,yes,no
no,111,yes,no
no,991,yes,no
no,1016,yes,yes
no,177,yes,yes
no,1517,no,yes
no,266,yes,no
no,2640,yes,no
no,18,yes,yes
yes,-92,yes,no
no,4969,yes,no
no,-803,yes,yes
no,-225,yes,no
no,1491,yes,no
no,-248,yes,yes
no,1494,yes,no
no,1872,yes,no
no,339,yes,no
no,37,yes,yes
no,4293,yes,no
no,678,yes,no
no,1010,yes,no
no,571,yes,no
no,83,yes,no
no,222,yes,no
no,305,yes,no
no,191,yes,no
no,79,yes,no
no,162,yes,no
no,2597,yes,no
no,3345,yes,no
no,0,yes,yes
no,-295,yes,no
no,6882,yes,no
no,252,yes,yes
no,230,yes,no
no,609,yes,no
no,458,yes,no
yes,-542,yes,no
no,114,yes,no
no,0,yes,no
no,568,yes,no
no,842,yes,no
no,530,yes,yes
no,-78,yes,no
no,-360,yes,no
no,503,yes,no
no,289,yes,no
no,2303,yes,no
no,557,yes,no
no,-1884,yes,no
no,4401,yes,no
no,834,yes,no
no,509,yes,no
no,-190,yes,no
no,272,yes,no
no,27,yes,no
no,0,yes,no
no,-429,yes,no
yes,-483,yes,yes
no,524,yes,no
no,130,yes,no
no,0,yes,no
no,5990,yes,no
no,1,yes,no
no,260,yes,no
no,614,yes,no
no,2576,yes,yes
no,623,yes,no
no,828,yes,no
no,634,yes,no
no,3096,yes,no
no,355,yes,no
no,5289,yes,no
no,372,yes,yes
no,313,yes,yes
no,638,yes,no
no,-334,yes,no
no,2470,yes,no
no,34,yes,no
no,1187,yes,no
no,519,yes,no
no,985,yes,no
no,1114,yes,yes
no,432,yes,no
no,27,yes,no
no,-2,yes,no
no,3935,yes,no
no,1988,yes,no
no,486,yes,no
no,1345,yes,no
yes,-375,yes,yes
no,51,yes,no
no,346,yes,no
no,6205,no,no
no,25,yes,no
no,1282,yes,no
no,417,yes,yes
no,0,yes,yes
no,285,yes,no
no,146,yes,yes
no,343,yes,no
no,0,yes,no
no,-6,yes,no
no,13,yes,no
no,147,yes,no
no,429,yes,no
no,1259,yes,no
no,991,yes,no
no,2,yes,yes
no,59,yes,yes
no,327,yes,no
no,326,yes,no
no,0,yes,no
no,4,yes,no
no,0,yes,no
yes,-166,yes,no
no,318,yes,no
no,-940,yes,yes
no,-457,yes,no
no,-414,yes,no
no,0,yes,no
no,427,yes,no
no,0,yes,no
no,47,yes,no
no,49,yes,no
no,741,yes,no
no,1407,yes,no
no,-1400,yes,no
no,1147,yes,yes
no,100,yes,yes
no,435,yes,no
no,602,yes,no
no,48,no,no
no,0,yes,no
no,-71,yes,no
no,705,yes,no
no,289,yes,no
no,777,yes,no
no,1254,no,no
no,152,yes,no
no,2468,yes,no
no,6,yes,no
no,1598,yes,yes
no,2953,yes,no
no,-400,yes,yes
no,-71,yes,no
no,440,yes,no
no,0,yes,no
no,147,yes,no
no,802,yes,no
no,275,yes,no
no,747,yes,no
no,2911,yes,yes
no,-692,yes,yes
no,148,yes,yes
no,223,yes,no
no,-206,yes,no
no,115,no,no
no,104,yes,no
no,-57,yes,yes
no,2111,yes,no
no,22,yes,no
no,122,yes,no
no,1304,yes,yes
no,-254,yes,no
no,3663,yes,no
no,151,yes,no
no,505,yes,no
no,1402,yes,no
no,4,yes,yes
no,975,yes,no
no,0,yes,yes
no,502,yes,no
no,29,yes,no
no,1209,yes,no
no,0,yes,no
no,1700,yes,no
no,92,yes,no
no,199,yes,no
no,-864,yes,no
no,3185,yes,yes
no,2777,yes,no
no,2173,yes,yes
no,1780,yes,no
no,10,yes,no
no,253,yes,no
no,2679,yes,no
no,0,yes,no
no,-701,yes,yes
no,0,yes,yes
no,-559,yes,yes
no,7475,yes,no
no,448,yes,no
no,490,yes,no
no,990,yes,yes
no,0,yes,no
no,2465,yes,yes
no,169,yes,no
no,2040,yes,no
no,23,yes,no
no,89,yes,no
no,504,yes,no
no,1326,yes,no
no,293,yes,yes
no,14,yes,no
yes,87,yes,no
no,171,yes,no
no,-247,yes,no
no,250,yes,yes
no,41,yes,no
no,887,yes,no
no,1854,yes,no
no,968,yes,no
no,369,yes,no
no,874,yes,no
no,2441,yes,yes
no,-194,yes,no
no,441,yes,no
no,29,yes,no
no,343,yes,yes
no,245,yes,no
no,-370,yes,no
no,422,yes,no
no,140,yes,no
no,883,yes,no
no,1629,yes,no
no,400,yes,no
no,292,yes,no
no,167,yes,no
no,459,yes,no
no,3875,yes,no
no,-131,yes,no
no,471,yes,no
no,0,yes,no
no,44,yes,yes
no,544,yes,no
no,1495,yes,no
no,322,yes,no
no,2607,no,no
no,4,yes,no
no,24,yes,no
no,58,yes,no
no,300,yes,no
no,1646,yes,no
no,69,no,no
no,514,yes,yes
no,381,yes,no
no,-295,yes,no
no,260,yes,no
no,49,no,no
no,426,yes,yes
no,641,yes,no
no,222,yes,no
no,1291,yes,no
no,806,yes,yes
no,114,yes,no
no,396,yes,no
no,959,yes,no
no,-219,yes,no
no,1461,yes,no
no,94,yes,no
no,178,yes,no
no,-211,yes,no
no,134,yes,no
no,673,yes,no
no,129,yes,no
no,900,yes,no
no,4860,yes,no
no,544,yes,no
no,1210,yes,yes
no,-164,no,no
no,1033,yes,no
no,251,yes,no
no,1147,yes,yes
no,-38,yes,no
no,6837,yes,no
no,6332,yes,no
yes,-177,yes,yes
no,280,yes,no
no,733,yes,no
no,5907,yes,no
no,0,yes,yes
no,-679,yes,yes
no,259,yes,no
no,178,yes,no
no,461,yes,no
no,3689,yes,no
no,-324,yes,no
no,475,yes,no
no,3,yes,no
no,494,yes,no
no,187,yes,no
no,714,yes,no
no,1435,yes,no
no,-30,yes,no
no,0,yes,no
no,32,yes,no
no,4,yes,no
no,1618,yes,yes
no,544,yes,no
no,905,yes,yes
no,4239,yes,no
no,-57,yes,no
no,-786,yes,no
no,428,yes,no
no,-1490,yes,yes
no,39,yes,no
no,-271,yes,no
no,2179,yes,yes
no,358,yes,no
no,2,yes,no
no,11639,yes,no
no,-271,yes,no
no,-152,yes,no
no,64,yes,no
no,502,yes,no
no,4659,yes,no
no,61,yes,yes
no,6596,yes,no
no,138,no,no
no,-145,yes,yes
no,1052,yes,no
no,-392,yes,no
no,4576,yes,no
no,0,yes,no
no,1363,yes,yes
no,12839,yes,no
no,29,yes,no
no,1763,yes,no
no,77,yes,no
no,520,yes,no
no,6,yes,no
no,14,yes,no
no,78,yes,no
no,1882,no,no
no,2166,yes,yes
no,913,yes,no
no,168,yes,no
no,4031,yes,no
no,-475,yes,no
no,599,yes,no
no,228,yes,no
no,0,yes,no
no,2469,yes,no
no,34230,yes,yes
no,779,yes,no
no,322,yes,no
no,6,yes,no
no,670,yes,no
no,477,yes,no
no,1072,yes,no
no,64,no,no
no,0,yes,no
no,7,yes,yes
no,-278,yes,no
yes,0,yes,yes
no,399,yes,no
no,359,yes,no
no,192,yes,no
no,25,yes,no
no,1804,no,no
no,428,yes,yes
no,223,yes,no
no,2745,yes,no
no,1066,yes,no
no,191,yes,yes
no,1725,yes,no
no,0,yes,no
no,8509,yes,no
no,-938,yes,no
no,-1034,yes,yes
no,-307,yes,yes
no,2891,yes,no
no,504,yes,yes
no,558,yes,no
no,0,yes,no
no,72,yes,yes
no,322,no,no
no,2044,yes,yes
no,43,no,no
no,2348,yes,no
no,682,yes,no
no,874,yes,no
no,1,yes,no
no,815,yes,no
no,1001,yes,yes
no,16,yes,no
no,0,yes,no
no,741,yes,no
no,-470,yes,no
no,682,yes,no
no,922,yes,no
no,328,yes,no
no,122,yes,no
no,21,yes,no
no,1467,yes,yes
no,1234,yes,no
no,57,yes,yes
no,37,yes,no
no,537,yes,no
no,206,yes,yes
no,0,yes,yes
no,5365,yes,no
no,455,yes,no
no,-109,yes,yes
no,393,yes,no
no,278,yes,no
no,5024,yes,yes
no,0,yes,no
no,1323,yes,yes
no,0,no,no
no,1703,yes,no
no,181,yes,no
no,148,yes,no
no,32,yes,no
no,160,yes,no
no,0,yes,no
no,0,yes,no
no,3,yes,no
no,6242,yes,no
no,339,yes,no
no,-1944,yes,no
no,2854,yes,no
no,77,yes,no
no,1544,yes,no
no,2227,yes,no
no,-219,yes,no
yes,-388,yes,no
no,0,yes,no
no,807,yes,no
no,656,yes,no
no,1938,yes,no
no,3025,no,no
no,0,yes,yes
no,2095,yes,no
no,728,yes,no
no,489,yes,no
no,592,yes,no
no,51,yes,yes
no,0,yes,no
no,15,yes,no
no,-101,yes,no
no,676,no,no
no,2090,yes,no
no,-327,yes,no
no,-99,yes,yes
no,478,yes,no
no,618,yes,no
no,218,yes,no
yes,-23,yes,no
no,7449,yes,no
no,1626,no,no
no,492,yes,no
no,757,yes,no
no,223,yes,no
no,982,yes,yes
no,430,no,no
no,202,yes,no
no,216,yes,no
no,-91,yes,yes
no,753,yes,no
no,231,yes,no
no,734,yes,no
no,9,yes,no
no,193,yes,no
no,553,yes,no
no,1371,yes,yes
no,160,yes,no
no,2386,yes,no
yes,-1,yes,yes
no,758,yes,no
no,0,yes,no
no,766,yes,no
no,0,yes,no
no,368,yes,no
no,441,yes,no
no,1429,yes,no
no,0,yes,no
no,0,yes,yes
no,405,yes,no
no,243,yes,no
no,26,yes,no
no,356,yes,yes
no,0,yes,no
no,162,yes,no
no,54,yes,no
no,122,yes,no
no,1753,yes,no
no,175,no,no
no,956,yes,no
no,311,yes,no
no,239,yes,no
no,1085,no,yes
no,2790,yes,no
no,4,yes,no
no,142,yes,no
yes,530,yes,no
no,-25,yes,no
no,4646,yes,no
no,1513,no,no
no,77,yes,yes
no,618,yes,no
no,246,yes,no
no,-393,yes,yes
no,546,yes,no
no,8366,no,no
no,703,yes,no
no,697,yes,no
no,-1224,yes,no
no,181,yes,no
no,5533,yes,no
yes,78,yes,no
no,270,yes,no
no,1033,yes,no
no,162,yes,no
no,814,yes,no
no,0,yes,no
no,2417,yes,no
no,417,yes,yes
no,19,yes,no
no,2,yes,no
no,264,yes,yes
no,424,yes,no
no,543,yes,no
no,75,yes,no
no,1145,yes,no
no,432,yes,no
no,411,yes,no
no,556,yes,no
no,0,yes,no
no,193,yes,no
no,0,yes,yes
no,2000,yes,no
no,48,yes,no
no,105,yes,no
yes,-717,yes,yes
no,799,yes,no
no,0,yes,no
no,460,yes,no
no,66,yes,no
no,13,yes,no
no,140,yes,no
no,1854,yes,yes
no,2144,yes,no
no,2146,yes,no
no,16125,no,no
no,2801,yes,yes
no,660,yes,yes
no,0,yes,no
no,1577,yes,no
no,50,yes,no
no,-20,yes,no
no,1664,yes,no
no,11757,no,no
no,490,yes,yes
no,595,yes,no
no,1255,yes,yes
no,348,yes,no
no,-181,yes,yes
no,567,yes,no
yes,-277,yes,no
no,5214,yes,no
no,356,yes,no
no,740,yes,no
no,1,yes,no
no,0,yes,no
no,1174,yes,no
no,1240,no,no
no,2626,yes,yes
no,3014,yes,no
no,168,yes,no
no,1134,yes,no
no,991,no,no
no,203,yes,yes
no,-252,yes,no
no,608,yes,no
no,591,yes,no
no,1163,yes,no
no,417,yes,no
no,62,yes,no
no,348,yes,no
no,1192,yes,no
no,638,yes,yes
no,197,yes,no
no,-154,yes,no
no,3086,yes,no
no,37,yes,no
no,2558,no,no
yes,-106,yes,yes
no,848,yes,no
no,0,yes,no
no,1221,yes,no
no,130,yes,no
no,979,yes,no
no,2263,no,no
no,608,yes,yes
no,1274,yes,no
no,60,no,no
no,626,yes,no
no,86,yes,yes
no,516,yes,no
no,146,yes,no
no,0,yes,no
no,0,yes,yes
no,229,yes,no
no,-158,yes,yes
no,0,yes,no
no,3071,yes,yes
no,291,yes,no
no,0,yes,no
no,933,yes,no
no,823,yes,no
no,-540,yes,no
no,2317,yes,no
no,0,yes,yes
no,-35,yes,no
no,26,yes,no
no,563,yes,no
no,0,yes,no
no,279,no,no
no,464,yes,no
no,252,yes,no
no,-184,yes,no
no,403,yes,no
no,-408,yes,yes
no,0,yes,no
no,0,yes,no
no,1615,yes,no
no,0,yes,no
yes,-584,yes,no
no,734,yes,no
no,1223,yes,no
no,249,yes,yes
no,185,yes,no
no,11103,yes,no
no,140,yes,yes
no,26,yes,no
no,0,yes,no
no,3271,no,no
no,195,yes,yes
no,781,yes,no
no,1849,yes,no
no,279,yes,no
no,281,yes,no
no,518,yes,no
no,805,yes,no
no,202,yes,no
no,762,yes,no
no,1269,yes,no
no,117,yes,no
no,64,yes,no
no,232,yes,no
no,4760,yes,no
no,169,yes,no
no,418,yes,no
no,247,yes,no
no,135,yes,no
no,-607,yes,no
no,9,yes,no
no,319,yes,no
no,0,yes,no
no,52,yes,no
no,500,yes,no
no,1243,yes,yes
no,1255,yes,no
no,50,yes,no
no,2345,yes,no
no,400,yes,no
no,245,yes,yes
no,0,yes,no
no,-181,yes,no
no,2749,yes,no
no,5039,no,no
no,608,yes,no
no,7118,yes,no
no,233,yes,no
no,1029,yes,no
no,120,yes,no
no,2039,yes,no
no,357,yes,no
no,883,no,yes
no,-149,yes,yes
no,75,yes,no
no,7,no,yes
no,629,yes,no
no,1613,yes,no
no,3806,yes,no
no,0,yes,yes
no,277,yes,no
no,639,yes,no
no,264,yes,no
no,3518,yes,no
no,56,yes,no
no,167,yes,yes
no,68,yes,no
no,0,yes,no
no,770,yes,no
no,458,yes,no
no,174,yes,no
no,789,yes,no
no,2313,yes,no
no,71,yes,no
no,1234,yes,no
no,0,yes,yes
no,0,no,no
no,-4,yes,no
no,2,yes,yes
no,-330,yes,yes
no,1137,yes,no
no,0,yes,no
no,220,yes,no
no,5945,yes,no
no,6237,yes,no
no,100,yes,no
no,28,yes,no
no,194,yes,no
no,106,yes,no
no,4,yes,no
no,-129,yes,no
no,2679,yes,yes
no,691,yes,no
no,1965,yes,no
no,73,yes,no
no,979,yes,no
no,1144,yes,no
no,-274,yes,no
no,716,yes,yes
no,747,yes,no
no,220,yes,no
no,0,yes,no
no,244,yes,no
no,0,yes,no
no,4,yes,no
no,299,yes,no
no,28,yes,no
no,313,no,no
no,74,yes,no
no,950,yes,no
no,506,yes,no
no,259,yes,no
no,19,yes,no
no,156,yes,no
no,-423,yes,no
no,350,yes,no
no,1794,yes,yes
no,84,yes,no
no,-182,yes,yes
no,8,yes,no
no,259,yes,no
no,2396,no,no
no,20,yes,no
no,1428,yes,yes
no,533,yes,no
no,9083,yes,no
no,171,yes,yes
no,4300,yes,yes
no,-163,yes,no
no,526,yes,no
no,14,no,no
no,5078,yes,no
no,296,yes,no
no,6005,yes,no
no,74,yes,no
no,-190,yes,yes
no,0,yes,no
no,1918,yes,no
no,23,yes,no
no,842,yes,no
no,2330,no,no
no,0,yes,no
no,489,yes,no
no,0,yes,no
no,408,yes,no
no,859,yes,yes
no,0,yes,no
no,1311,yes,no
no,-4,no,no
no,0,yes,no
no,-116,yes,no
no,265,yes,no
no,-35,yes,no
no,0,yes,no
no,-441,yes,no
no,262,yes,no
no,860,yes,no
no,227,yes,yes
no,62,yes,no
no,0,yes,no
no,1131,no,yes
no,642,no,no
no,1090,yes,no
no,253,yes,no
no,203,yes,no
no,972,yes,no
no,177,yes,no
no,258,yes,no
no,0,no,no
no,156,yes,no
no,180,yes,no
no,-287,yes,no
no,1884,yes,no
no,0,yes,no
no,33,no,no
no,1925,yes,no
no,1599,yes,no
no,4647,yes,no
no,238,yes,no
no,541,yes,no
no,138,yes,no
no,0,yes,no
no,-281,yes,no
no,0,yes,no
no,3653,yes,no
no,1098,no,no
no,-196,yes,no
no,333,yes,no
yes,-204,yes,no
no,1343,yes,yes
no,-100,yes,no
no,403,yes,no
no,3041,yes,no
no,0,yes,no
no,444,yes,no
no,1280,no,no
no,234,yes,no
no,0,yes,no
no,113,yes,no
no,136,yes,no
no,109,yes,no
no,6815,yes,no
no,278,no,no
no,0,yes,no
no,70,yes,yes
no,231,yes,no
no,4,yes,no
no,-170,yes,no
no,95,yes,no
no,0,yes,no
no,0,yes,no
no,372,yes,no
no,759,yes,no
no,0,yes,no
no,638,yes,no
no,603,yes,yes
no,33,yes,no
no,10,yes,no
no,0,no,no
no,774,yes,no
no,331,yes,no
no,0,yes,no
no,294,yes,no
no,574,yes,no
no,962,yes,no
no,3279,yes,no
no,88,yes,yes
no,1,yes,no
no,106,yes,yes
no,71,no,yes
no,247,yes,no
no,1717,yes,no
no,356,yes,no
no,0,no,yes
no,26,yes,no
no,1499,yes,no
no,-26,yes,no
no,830,yes,yes
no,863,yes,yes
no,268,yes,no
no,245,yes,no
no,258,yes,no
yes,20,yes,no
no,0,yes,yes
no,709,yes,no
no,1483,yes,yes
no,962,yes,no
no,90,yes,no
no,1291,yes,no
no,576,yes,no
no,0,yes,yes
no,66,yes,no
no,1970,no,no
no,-1,yes,yes
no,125,yes,no
no,185,yes,no
no,300,yes,no
no,287,yes,no
no,313,yes,no
no,49,no,no
no,9449,yes,no
no,935,yes,no
no,-9,yes,yes
no,0,yes,no
no,1531,yes,no
no,-222,yes,no
no,280,yes,no
no,-516,yes,no
no,535,yes,no
no,89,yes,yes
no,216,yes,no
no,0,yes,no
no,-299,yes,no
no,1685,yes,no
no,-202,yes,yes
no,-637,yes,no
no,891,no,no
no,215,yes,no
no,361,yes,no
no,3429,yes,yes
no,917,yes,no
no,1143,yes,no
no,-54,yes,no
yes,-182,yes,no
no,337,yes,no
no,-198,yes,yes
no,0,yes,no
no,0,yes,no
no,1314,yes,no
no,740,yes,no
no,2696,yes,no
no,4,yes,no
no,68,yes,no
no,518,yes,no
no,430,yes,no
no,0,yes,no
no,293,yes,no
no,0,yes,no
no,565,yes,no
no,-70,yes,no
no,1866,no,no
no,0,yes,no
no,800,yes,no
no,787,yes,no
no,75,yes,no
no,356,no,no
no,1433,yes,no
no,268,yes,no
no,665,yes,no
no,-703,yes,no
no,4543,yes,no
no,355,yes,no
no,-370,yes,no
no,25,yes,no
no,488,yes,no
no,170,yes,no
no,1248,yes,yes
no,3507,yes,no
no,589,yes,no
no,251,yes,no
no,-808,yes,no
no,1,yes,no
no,438,yes,no
no,549,yes,no
no,409,yes,no
no,566,yes,no
no,0,yes,no
no,13,yes,no
no,800,yes,yes
no,551,yes,no
no,0,yes,no
no,516,yes,no
no,3,yes,no
no,-209,yes,no
no,541,yes,no
no,481,yes,no
no,752,no,yes
no,0,yes,no
no,41,yes,no
no,257,yes,no
no,1705,no,no
no,0,yes,no
no,4493,no,no
no,981,yes,yes
no,515,yes,yes
no,-762,yes,yes
no,56,yes,no
no,-470,yes,no
no,39,yes,no
no,49,yes,no
no,2576,yes,yes
no,11,yes,no
no,863,no,no
no,443,yes,no
no,2237,yes,no
no,3104,no,no
no,498,yes,no
no,148,yes,yes
no,1374,no,yes
no,116,no,no
no,281,yes,no
no,257,yes,no
no,637,yes,no
no,16,yes,no
no,490,yes,no
no,23,yes,no
no,387,yes,no
no,174,yes,no
no,23,yes,no
no,-556,yes,yes
no,170,yes,yes
no,1022,yes,no
no,81,no,no
no,393,yes,no
no,0,yes,no
no,0,yes,no
no,0,yes,no
no,95,yes,no
no,471,yes,no
no,60,no,no
no,1270,yes,no
no,824,no,no
no,366,yes,no
no,153,yes,no
no,395,yes,no
no,140,yes,no
no,1778,yes,no
no,324,yes,no
no,211,yes,no
no,177,yes,no
no,1569,yes,no
no,3018,yes,no
no,-85,yes,no
no,354,yes,no
no,-355,yes,no
no,771,yes,no
no,55,yes,no
no,428,yes,no
no,496,yes,no
no,993,yes,yes
no,139,yes,no
no,-405,yes,no
no,572,yes,no
no,3,yes,no
no,314,yes,yes
no,1597,no,no
no,1612,yes,no
no,140,yes,no
no,714,yes,yes
no,256,no,no
no,105,yes,no
no,514,yes,no
no,187,yes,no
yes,310,yes,no
yes,-255,yes,no
no,657,yes,no
no,1333,yes,no
no,1807,yes,no
no,37,yes,no
